location,displayName
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
"{'latitude': 25.788584699999998, 'longitude': -80.19378329999999}","{'text': 'Town Square', 'languageCode': 'en'}"
